01539	4	0.000	0.000	0.000	-73.043	420.103	2080.021	-67.166	302.354	2147.405	-55.702	23.006	2338.882	-48.969	-180.417	2386.616	-64.245	231.182	2196.189	98.581	221.278	2193.845	151.841	-22.704	2313.157	198.002	-265.240	2410.599	216.608	-363.000	2449.875	0.000	0.000	0.000	-64.245	231.182	2196.189	-225.389	209.519	2197.890	-301.952	-47.535	2266.156	-321.982	-291.761	2368.149	-330.055	-390.201	2409.260	0.000	0.000	0.000	54.183	-230.615	2440.510	54.183	-658.929	2440.510	54.183	-1061.823	2440.510	0.000	0.000	0.000	-154.120	-242.392	2420.908	-154.120	-670.706	2420.908	-154.120	-1073.600	2420.908	0.000	0.000	0.000	
01540	4	0.000	0.000	0.000	-73.292	415.778	2076.842	-67.092	302.073	2147.260	-55.245	31.079	2351.406	-51.898	-172.049	2400.410	-64.080	233.182	2199.158	99.300	219.009	2192.874	156.125	-21.894	2310.397	196.707	-267.701	2407.776	212.932	-365.978	2446.709	0.000	0.000	0.000	-64.080	233.182	2199.158	-226.398	208.854	2198.233	-301.486	-43.091	2275.436	-341.359	-289.055	2372.714	-357.301	-387.394	2411.606	0.000	0.000	0.000	37.435	-237.183	2478.367	37.435	-665.343	2478.367	37.435	-1068.092	2478.367	0.000	0.000	0.000	-153.767	-246.095	2449.099	-153.767	-674.255	2449.099	-153.767	-1077.004	2449.099	0.000	0.000	0.000	
01541	4	0.000	0.000	0.000	-71.858	408.432	2074.167	-67.055	299.349	2147.223	-57.188	32.800	2356.336	-58.028	-171.442	2400.397	-64.543	231.488	2200.461	97.643	210.630	2192.435	163.736	-29.761	2311.883	198.579	-274.964	2411.566	212.534	-373.170	2451.491	0.000	0.000	0.000	-64.543	231.488	2200.461	-228.002	207.260	2198.766	-304.048	-48.930	2269.530	-336.563	-288.369	2383.050	-349.585	-384.267	2428.515	0.000	0.000	0.000	51.182	-239.257	2440.235	51.182	-667.336	2440.235	51.182	-1070.009	2440.235	0.000	0.000	0.000	-163.835	-248.713	2440.391	-163.835	-676.792	2440.391	-163.835	-1079.464	2440.391	0.000	0.000	0.000	
01542	4	0.000	0.000	0.000	-53.978	384.861	2069.396	-66.881	284.353	2147.133	-63.413	26.652	2366.826	-65.188	-178.052	2408.247	-65.997	218.718	2203.088	95.585	187.592	2191.860	180.474	-49.539	2314.051	205.182	-289.238	2427.146	215.103	-385.484	2472.557	0.000	0.000	0.000	-65.997	218.718	2203.088	-227.100	187.594	2199.341	-305.068	-59.837	2304.540	-329.106	-307.297	2399.629	-338.759	-406.660	2437.810	0.000	0.000	0.000	30.195	-237.545	2483.954	30.195	-665.454	2483.954	30.195	-1067.967	2483.954	0.000	0.000	0.000	-161.236	-246.831	2480.492	-161.236	-674.740	2480.492	-161.236	-1077.253	2480.492	0.000	0.000	0.000	
01543	4	0.000	0.000	0.000	-41.447	372.921	2069.140	-66.071	275.321	2147.087	-68.434	19.064	2373.002	-66.821	-184.868	2417.875	-66.667	210.634	2204.114	96.934	178.962	2192.222	183.031	-60.999	2310.800	208.609	-283.613	2452.608	218.917	-373.321	2509.754	0.000	0.000	0.000	-66.667	210.634	2204.114	-221.434	170.032	2198.755	-313.793	-74.306	2302.789	-328.090	-312.189	2419.099	-333.852	-408.050	2465.969	0.000	0.000	0.000	35.107	-253.315	2482.899	35.107	-681.137	2482.899	35.107	-1083.567	2482.899	0.000	0.000	0.000	-171.136	-250.673	2477.855	-171.136	-678.494	2477.855	-171.136	-1080.925	2477.855	0.000	0.000	0.000	
01544	4	0.000	0.000	0.000	-30.758	339.310	2066.656	-63.590	250.890	2145.813	-72.805	-1.397	2382.451	-69.089	-200.901	2443.706	-65.886	188.041	2204.764	98.208	154.132	2192.485	182.427	-91.868	2303.927	219.551	-287.979	2480.160	226.975	-327.201	2515.407	0.000	0.000	0.000	-65.886	188.041	2204.764	-212.978	134.952	2190.091	-324.707	-95.156	2310.902	-325.377	-319.777	2453.873	-325.646	-409.889	2511.228	0.000	0.000	0.000	28.976	-281.588	2517.898	28.976	-709.228	2517.898	28.976	-1111.489	2517.898	0.000	0.000	0.000	-165.997	-276.938	2518.319	-165.997	-704.579	2518.319	-165.997	-1106.840	2518.319	0.000	0.000	0.000	
01545	4	0.000	0.000	0.000	-29.419	321.803	2060.244	-60.027	236.711	2144.542	-70.686	-14.493	2386.619	-67.982	-212.673	2451.937	-62.659	174.683	2204.316	100.001	138.432	2192.659	181.025	-103.288	2316.642	221.584	-303.248	2491.816	229.696	-343.240	2526.851	0.000	0.000	0.000	-62.659	174.683	2204.316	-214.831	131.977	2196.017	-327.698	-109.535	2292.442	-321.530	-327.399	2449.962	-319.080	-413.918	2512.518	0.000	0.000	0.000	33.448	-291.464	2525.224	33.448	-719.013	2525.224	33.448	-1121.187	2525.224	0.000	0.000	0.000	-166.316	-304.353	2521.032	-166.316	-731.902	2521.032	-166.316	-1134.076	2521.032	0.000	0.000	0.000	
01546	4	0.000	0.000	0.000	-30.267	305.154	2056.939	-56.254	219.645	2142.922	-68.552	-30.487	2387.289	-66.798	-229.114	2451.119	-59.282	158.051	2203.096	101.185	118.181	2192.721	187.160	-116.581	2327.344	223.905	-313.301	2504.566	231.254	-352.644	2540.011	0.000	0.000	0.000	-59.282	158.051	2203.096	-212.705	124.358	2206.211	-320.861	-125.981	2285.334	-315.547	-315.626	2473.651	-313.425	-391.373	2548.868	0.000	0.000	0.000	36.888	-310.966	2514.381	36.888	-738.421	2514.381	36.888	-1140.508	2514.381	0.000	0.000	0.000	-167.934	-322.022	2509.919	-167.934	-749.477	2509.919	-167.934	-1151.564	2509.919	0.000	0.000	0.000	
01547	4	0.000	0.000	0.000	-31.317	272.896	2053.583	-46.760	185.063	2140.545	-58.736	-64.660	2382.534	-60.065	-265.092	2440.124	-49.725	123.250	2200.443	111.210	83.842	2194.725	224.999	-142.527	2324.321	228.919	-321.200	2519.955	229.703	-356.934	2559.082	0.000	0.000	0.000	-49.725	123.250	2200.443	-201.522	93.390	2216.575	-299.372	-162.951	2292.077	-286.706	-308.945	2512.842	-281.605	-367.747	2601.759	0.000	0.000	0.000	43.080	-326.659	2503.169	43.080	-753.926	2503.169	43.080	-1155.834	2503.169	0.000	0.000	0.000	-143.606	-344.203	2524.174	-143.606	-771.469	2524.174	-143.606	-1173.377	2524.174	0.000	0.000	0.000	
01548	4	0.000	0.000	0.000	-32.159	258.482	2053.298	-40.539	168.696	2139.496	-51.970	-76.274	2385.683	-55.537	-276.757	2442.828	-43.372	107.994	2200.499	117.486	71.385	2200.726	230.016	-151.984	2336.908	228.414	-319.086	2544.333	228.094	-352.507	2585.817	0.000	0.000	0.000	-43.372	107.994	2200.499	-200.965	87.875	2216.451	-294.055	-167.932	2300.115	-282.604	-305.631	2527.840	-278.018	-360.789	2619.060	0.000	0.000	0.000	43.699	-315.592	2513.003	43.699	-742.762	2513.003	43.699	-1144.580	2513.003	0.000	0.000	0.000	-148.184	-321.783	2523.380	-148.184	-748.953	2523.380	-148.184	-1150.771	2523.380	0.000	0.000	0.000	
